ID_Pedido,Fecha_Pedido,Ciudad_Destino,Zona_Entrega,Tipo_Flor,Variedad_Flor,Calidad_Producto,Cantidad_Tallos,Precio_Unitario_USD,Canal_Venta,Cliente_Corporativo,Metodo_Pago,Estado_Pedido,Costo_Envio_USD,Tipo_Empaque,Peso_Kg,Temperatura_Contenedor_C,Humedad_Relativa_Pct,Dias_En_Florero_Garantizados,Codigo_Arancelario,Inspeccion_Fitosanitaria,Sello_Sostenibilidad,Id_Cultivo_Origen,Calificacion_Cliente,Comentario_Cliente_PQRS,Dias_Atraso_Entrega,Diferencia_Tallos_Facturados_vs_Recibidos,Alerta_Ruptura_Cadena_Frio,Requiere_Soporte_Legal_Aduana,Total_Venta_USD,Categoria_PQRS_Validada
FAC-107834,2025-12-04,Medellín,Guarne,Girasol,Girasol Exportación,Premium,4416,0.53,Mercado Local,Cliente_38,Tarjeta de Crédito,Cancelado,349.6,Caja Master,44.81,7.4,93,5,0603.12.00,Aprobado,Florverde,FINCA-4,4,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,NO,2690.08,Reclamo
FAC-107835,2025-03-08,Bogotá,Sabana Centro,Clavel,Clavel Exportación,Segunda,3780,1.94,Exportación EE.UU.,Cliente_45,Transferencia Bancaria,Retenido en Aduana,286.92,Ramo Individual,78.09,8.6,85,10,0603.12.00,Aprobado,Rainforest Alliance,FINCA-3,5,Solicito copia del certificado fitosanitario de exportación,0,0,SI,SI,7620.12,Reclamo
FAC-107836,2026-04-07,Medellín,Guarne,Hortensia,Hortensia Exportación,Segunda,1212,1.25,Distribuidor Mayorista,Cliente_22,Carta de Crédito,Cancelado,54.53,Caja Master,30.7,5.1,78,20,0603.11.00,Aprobado,Florverde,FINCA-2,5,Faltaron 5 docenas de claveles en la caja master,7,0,SI,NO,1569.53,Reclamo
FAC-107837,2025-11-05,Medellín,Valle de Aburrá,Rosa,Rosa Exportación,Premium,5916,2.02,E-commerce,Cliente_24,Carta de Crédito,Retenido en Aduana,256.79,Procon (Balde),8.34,3.4,89,12,0603.11.00,Aprobado,Rainforest Alliance,FINCA-3,5,Petición de estado de cuenta del último mes,0,0,NO,SI,12207.11,Petición
FAC-107838,2025-10-04,Bogotá,Sabana Occidente,Orquídea,Orquídea Exportación,Segunda,3360,0.22,Distribuidor Mayorista,Cliente_2,Tarjeta de Crédito,Pendiente,154.71,Procon (Balde),69.81,8.9,82,10,0603.11.00,Aprobado,Florverde,FINCA-2,2,Deberían implementar empaques biodegradables,0,24,SI,NO,893.91,Reclamo
FAC-107839,2026-02-28,Cali,Palmira,Crisantemo,Crisantemo Exportación,Estándar,2040,2.36,Exportación Europa,Cliente_2,Transferencia Bancaria,Entregado,103.33,Ramo Individual,59.86,7.6,86,11,0603.12.00,Rechazado,Ninguno,FINCA-3,3,Mala atención en el counter de despacho,0,0,SI,SI,4917.73,Reclamo
FAC-107840,2025-01-01,Pereira,Zona Cafetera,Crisantemo,Crisantemo Exportación,Segunda,2040,1.65,Exportación Europa,Cliente_4,Carta de Crédito,Cancelado,54.1,Caja Master,77.12,4.8,94,9,0603.11.00,Aprobado,Rainforest Alliance,FINCA-3,4,Faltaron 5 docenas de claveles en la caja master,0,0,NO,NO,3420.1,Sugerencia
FAC-107841,2026-04-05,Medellín,Rionegro,Orquídea,Orquídea Exportación,Segunda,4296,1.15,E-commerce,Cliente_49,Carta de Crédito,Retenido en Aduana,304.42,Caja Master,37.09,8.4,80,12,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,3,Solicito copia del certificado fitosanitario de exportación,0,0,SI,SI,5244.82,Reclamo
FAC-107842,2026-04-26,Cali,Yumbo,Clavel,Clavel Exportación,Estándar,720,1.07,Exportación EE.UU.,Cliente_17,PayPal,Pendiente,68.11,Caja Master,32.36,8.5,89,14,0603.12.00,Rechazado,Ninguno,FINCA-2,2,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,SI,838.51,Reclamo
FAC-107843,2026-02-01,Bogotá,Sabana Centro,Rosa,Rosa Exportación,Segunda,2556,1.07,Exportación Europa,Cliente_20,Efectivo,En Tránsito,262.89,Ramo Individual,45.49,5.3,79,17,0603.11.00,Aprobado,Ninguno,FINCA-5,2,Deberían implementar empaques biodegradables,0,0,SI,NO,2997.81,Reclamo
FAC-107844,2025-12-14,Bogotá,Sabana Occidente,Crisantemo,Crisantemo Exportación,Segunda,5664,1.84,Mercado Local,Cliente_18,PayPal,En Tránsito,79.48,Procon (Balde),68.37,5.7,86,12,0603.12.00,Aprobado,Rainforest Alliance,FINCA-2,2,Faltaron 5 docenas de claveles en la caja master,0,0,NO,NO,10501.24,Sugerencia
FAC-107845,2025-11-29,Pereira,Zona Cafetera,Hortensia,Hortensia Exportación,Premium,4440,1.6,Exportación Europa,Cliente_5,PayPal,En Tránsito,70.17,Procon (Balde),17.75,2.4,90,5,0603.12.00,Aprobado,Rainforest Alliance,FINCA-2,5,Petición de estado de cuenta del último mes,0,0,NO,NO,7174.17,Sugerencia
FAC-107846,2025-08-09,Cali,Zona Industrial,Crisantemo,Crisantemo Exportación,Segunda,1068,1.28,Mercado Local,Cliente_23,Carta de Crédito,Entregado,206.26,Procon (Balde),35.19,7.1,97,11,0603.12.00,Aprobado,Ninguno,FINCA-5,4,Deberían implementar empaques biodegradables,0,0,SI,NO,1573.3,Reclamo
FAC-107847,2025-09-25,Medellín,Rionegro,Crisantemo,Crisantemo Exportación,Premium,792,1.34,Mercado Local,Cliente_28,Transferencia Bancaria,Pendiente,158.04,Caja Master,69.79,2.2,98,21,0603.12.00,Aprobado,Florverde,FINCA-1,3,Deberían implementar empaques biodegradables,0,0,NO,NO,1219.32,Sugerencia
FAC-107848,2025-08-04,Medellín,La Ceja,Astromelia,Astromelia Exportación,Segunda,4716,1.68,Exportación EE.UU.,Cliente_50,Carta de Crédito,En Tránsito,93.51,Ramo Individual,12.7,7.6,81,17,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,5,Mala atención en el counter de despacho,0,0,SI,NO,8016.39,Reclamo
FAC-107849,2025-07-09,Bogotá,Sabana Occidente,Girasol,Girasol Exportación,Premium,5016,0.52,Exportación EE.UU.,Cliente_25,PayPal,Pendiente,117.93,Ramo Individual,54.4,1.5,78,7,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,4,Cobro injustificado de tarifa logística en la factura,0,0,SI,NO,2726.25,Reclamo
FAC-107850,2026-03-24,Cali,Palmira,Hortensia,Hortensia Exportación,Estándar,2352,2.39,Exportación EE.UU.,Cliente_44,Transferencia Bancaria,Cancelado,184.29,Ramo Individual,16.58,5.7,75,13,0603.11.00,Aprobado,Florverde,FINCA-4,5,El asesor comercial fue grosero al teléfono,0,0,SI,NO,5805.57,Reclamo
FAC-107851,2025-01-23,Bogotá,Zona Norte,Clavel,Clavel Exportación,Segunda,3672,0.92,Mercado Local,Cliente_16,Tarjeta de Crédito,Retenido en Aduana,306.47,Procon (Balde),16.08,7.9,76,10,0603.12.00,Aprobado,Florverde,FINCA-2,5,Faltaron 5 docenas de claveles en la caja master,6,0,SI,SI,3684.71,Reclamo
FAC-107852,2025-12-24,Pereira,Zona Cafetera,Girasol,Girasol Exportación,Estándar,5088,1.36,Mercado Local,Cliente_3,Efectivo,Retenido en Aduana,232.92,Procon (Balde),21.33,4.8,94,5,0603.12.00,Aprobado,Rainforest Alliance,FINCA-4,2,Petición de estado de cuenta del último mes,0,0,NO,SI,7152.6,Petición
FAC-107853,2025-09-29,Pereira,Zona Cafetera,Rosa,Rosa Exportación,Estándar,4908,0.94,E-commerce,Cliente_24,Efectivo,Pendiente,178.09,Caja Master,61.45,8.6,85,6,0603.12.00,Aprobado,Florverde,FINCA-3,4,Deberían implementar empaques biodegradables,0,0,SI,NO,4791.61,Reclamo
FAC-107854,2025-08-08,Bogotá,Zona Norte,Clavel,Clavel Exportación,Premium,1572,0.6,Exportación Europa,Cliente_47,Transferencia Bancaria,Cancelado,205.45,Caja Master,52.29,5.4,85,8,0603.12.00,Aprobado,Ninguno,FINCA-2,3,Mala atención en el counter de despacho,6,0,NO,NO,1148.65,Queja
FAC-107855,2025-04-28,Pereira,Dosquebradas,Clavel,Clavel Exportación,Estándar,4200,2.45,Mercado Local,Cliente_29,Tarjeta de Crédito,En Tránsito,349.27,Procon (Balde),48.34,2.3,98,17,0603.12.00,Aprobado,Ninguno,FINCA-3,2,Mala atención en el counter de despacho,0,0,NO,NO,10639.27,Sugerencia
FAC-107856,2026-04-26,Medellín,Guarne,Astromelia,Astromelia Exportación,Estándar,3492,1.3,Exportación EE.UU.,Cliente_11,Transferencia Bancaria,Pendiente,299.33,Caja Master,53.01,6.4,76,14,0603.11.00,Aprobado,Florverde,FINCA-2,2,Solicito copia del certificado fitosanitario de exportación,0,0,SI,NO,4838.93,Reclamo
FAC-107857,2026-02-15,Medellín,Valle de Aburrá,Crisantemo,Crisantemo Exportación,Segunda,4848,0.27,Exportación Europa,Cliente_32,PayPal,Pendiente,341.21,Ramo Individual,43.01,2.1,81,19,0603.11.00,Aprobado,Rainforest Alliance,FINCA-2,2,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,1650.17,Reclamo
FAC-107858,2025-09-04,Bogotá,Sabana Occidente,Clavel,Clavel Exportación,Estándar,4980,0.56,E-commerce,Cliente_24,Efectivo,En Tránsito,160.28,Ramo Individual,37.42,6.6,98,21,0603.11.00,Aprobado,Ninguno,FINCA-2,1,Cobro injustificado de tarifa logística en la factura,2,0,SI,NO,2949.08,Reclamo
FAC-107859,2026-02-09,Medellín,Guarne,Girasol,Girasol Exportación,Segunda,5784,1.71,E-commerce,Cliente_28,Carta de Crédito,En Tránsito,346.6,Caja Master,55.79,3.9,97,17,0603.11.00,Rechazado,Ninguno,FINCA-5,4,Pongan un centro de acopio más cercano a Rionegro,1,0,NO,SI,10237.24,Petición
FAC-107860,2026-01-29,Cali,Palmira,Clavel,Clavel Exportación,Premium,3708,0.8,E-commerce,Cliente_10,Efectivo,Cancelado,172.22,Ramo Individual,52.19,9.0,84,5,0603.12.00,Aprobado,Ninguno,FINCA-3,2,Mala atención en el counter de despacho,5,0,SI,NO,3138.62,Reclamo
FAC-107861,2025-07-15,Pereira,Dosquebradas,Girasol,Girasol Exportación,Premium,2724,2.48,E-commerce,Cliente_12,Carta de Crédito,Retenido en Aduana,261.21,Procon (Balde),55.27,7.9,94,13,0603.11.00,Rechazado,Rainforest Alliance,FINCA-5,4,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,7016.73,Reclamo
FAC-107862,2025-06-29,Bogotá,Zona Norte,Rosa,Rosa Exportación,Premium,2844,2.11,Distribuidor Mayorista,Cliente_2,PayPal,En Tránsito,263.36,Procon (Balde),11.38,4.4,75,16,0603.11.00,Aprobado,Florverde,FINCA-5,2,Faltaron 5 docenas de claveles en la caja master,0,12,SI,NO,6264.2,Reclamo
FAC-107863,2025-10-29,Pereira,Zona Cafetera,Astromelia,Astromelia Exportación,Premium,2580,1.3,Exportación EE.UU.,Cliente_11,Carta de Crédito,Cancelado,27.68,Procon (Balde),19.08,6.4,80,16,0603.11.00,Aprobado,Ninguno,FINCA-2,5,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,NO,3381.68,Reclamo
FAC-107864,2026-02-16,Cali,Palmira,Crisantemo,Crisantemo Exportación,Segunda,4272,0.66,Distribuidor Mayorista,Cliente_8,Carta de Crédito,Entregado,337.89,Ramo Individual,66.24,3.4,91,11,0603.11.00,Aprobado,Ninguno,FINCA-1,2,Faltaron 5 docenas de claveles en la caja master,1,0,NO,NO,3157.41,Sugerencia
FAC-107865,2026-01-15,Pereira,Zona Cafetera,Rosa,Rosa Exportación,Segunda,1644,1.64,Mercado Local,Cliente_29,Tarjeta de Crédito,Pendiente,325.71,Caja Master,59.46,7.3,75,15,0603.12.00,Aprobado,Ninguno,FINCA-1,2,Demora de más de 3 horas en la línea de atención,0,0,SI,NO,3021.87,Reclamo
FAC-107866,2026-04-10,Medellín,Valle de Aburrá,Rosa,Rosa Exportación,Segunda,2280,0.62,Exportación EE.UU.,Cliente_21,PayPal,Cancelado,129.05,Procon (Balde),9.28,7.9,94,12,0603.12.00,Aprobado,Rainforest Alliance,FINCA-4,5,El asesor comercial fue grosero al teléfono,3,0,SI,NO,1542.65,Reclamo
FAC-107867,2026-01-25,Pereira,Dosquebradas,Clavel,Clavel Exportación,Estándar,1332,1.89,Mercado Local,Cliente_35,Tarjeta de Crédito,Entregado,260.61,Procon (Balde),67.0,4.3,94,5,0603.11.00,Rechazado,Ninguno,FINCA-1,4,Solicito copia del certificado fitosanitario de exportación,0,0,NO,SI,2778.09,Petición
FAC-107868,2026-03-05,Cali,Zona Industrial,Girasol,Girasol Exportación,Estándar,4968,1.7,Distribuidor Mayorista,Cliente_37,Carta de Crédito,Retenido en Aduana,141.3,Caja Master,41.2,6.1,85,10,0603.12.00,Aprobado,Florverde,FINCA-4,3,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,8586.9,Reclamo
FAC-107869,2025-12-23,Cali,Yumbo,Astromelia,Astromelia Exportación,Premium,2748,0.51,E-commerce,Cliente_12,Efectivo,Pendiente,346.9,Ramo Individual,7.94,7.6,88,13,0603.11.00,Rechazado,Florverde,FINCA-4,4,Petición de estado de cuenta del último mes,0,0,SI,SI,1748.38,Reclamo
FAC-107870,2025-10-22,Pereira,Dosquebradas,Girasol,Girasol Exportación,Estándar,3108,0.74,Mercado Local,Cliente_36,Efectivo,Retenido en Aduana,143.22,Caja Master,62.56,8.9,89,11,0603.12.00,Rechazado,Rainforest Alliance,FINCA-2,1,El asesor comercial fue grosero al teléfono,0,48,SI,SI,2443.14,Reclamo
FAC-107871,2025-02-20,Medellín,Valle de Aburrá,Astromelia,Astromelia Exportación,Segunda,1584,0.96,E-commerce,Cliente_14,Carta de Crédito,En Tránsito,222.81,Procon (Balde),16.09,1.5,81,10,0603.11.00,Aprobado,Florverde,FINCA-2,5,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,1743.45,Reclamo
FAC-107872,2025-08-06,Bogotá,Zona Norte,Hortensia,Hortensia Exportación,Premium,2376,2.14,Exportación EE.UU.,Cliente_37,Transferencia Bancaria,Entregado,59.62,Procon (Balde),33.49,4.2,88,13,0603.12.00,Aprobado,Rainforest Alliance,FINCA-2,3,Demora de más de 3 horas en la línea de atención,0,0,NO,NO,5144.26,Queja
FAC-107873,2025-03-10,Cali,Yumbo,Girasol,Girasol Exportación,Premium,5520,1.2,Exportación Europa,Cliente_45,Transferencia Bancaria,Pendiente,106.13,Procon (Balde),47.0,2.1,79,10,0603.12.00,Aprobado,Rainforest Alliance,FINCA-2,5,Sugiero habilitar pagos con criptomonedas para exportación,2,0,SI,NO,6730.13,Reclamo
FAC-107874,2025-05-11,Cali,Zona Industrial,Crisantemo,Crisantemo Exportación,Estándar,4248,1.77,Exportación Europa,Cliente_2,PayPal,Pendiente,70.11,Procon (Balde),75.28,1.9,96,15,0603.12.00,Aprobado,Florverde,FINCA-1,2,Sugiero habilitar pagos con criptomonedas para exportación,6,0,NO,NO,7589.07,Queja
FAC-107875,2025-09-02,Medellín,Guarne,Rosa,Rosa Exportación,Estándar,5004,1.12,E-commerce,Cliente_21,PayPal,En Tránsito,328.93,Ramo Individual,78.14,8.6,88,7,0603.12.00,Aprobado,Ninguno,FINCA-5,5,Petición de estado de cuenta del último mes,0,0,SI,NO,5933.41,Reclamo
FAC-107876,2026-01-28,Medellín,Valle de Aburrá,Orquídea,Orquídea Exportación,Segunda,2304,2.1,Mercado Local,Cliente_13,Tarjeta de Crédito,Retenido en Aduana,96.21,Caja Master,26.17,8.7,78,19,0603.11.00,Aprobado,Ninguno,FINCA-4,1,La rosa llegó marchita y sin cadena de frío,0,0,SI,SI,4934.61,Reclamo
FAC-107877,2025-04-30,Bogotá,Sabana Occidente,Clavel,Clavel Exportación,Segunda,4440,1.52,Exportación Europa,Cliente_30,Carta de Crédito,Pendiente,65.38,Ramo Individual,42.71,2.2,90,15,0603.11.00,Rechazado,Ninguno,FINCA-5,1,Faltaron 5 docenas de claveles en la caja master,0,0,NO,SI,6814.18,Petición
FAC-107878,2026-04-11,Medellín,Rionegro,Clavel,Clavel Exportación,Segunda,3348,0.95,Mercado Local,Cliente_2,Carta de Crédito,Retenido en Aduana,200.57,Procon (Balde),43.95,2.8,77,20,0603.11.00,Rechazado,Rainforest Alliance,FINCA-5,4,El asesor comercial fue grosero al teléfono,0,0,SI,SI,3381.17,Reclamo
FAC-107879,2026-03-16,Cali,Palmira,Crisantemo,Crisantemo Exportación,Estándar,3768,2.06,Mercado Local,Cliente_8,Efectivo,Pendiente,39.72,Procon (Balde),13.68,8.0,95,14,0603.11.00,Rechazado,Florverde,FINCA-4,4,Mala atención en el counter de despacho,0,0,SI,SI,7801.8,Reclamo
FAC-107880,2025-02-12,Bogotá,Sabana Occidente,Girasol,Girasol Exportación,Estándar,2616,2.1,Exportación Europa,Cliente_48,Carta de Crédito,Pendiente,164.45,Caja Master,77.94,5.3,93,16,0603.12.00,Rechazado,Florverde,FINCA-2,1,Faltaron 5 docenas de claveles en la caja master,7,0,NO,SI,5658.05,Queja
FAC-107881,2025-05-26,Medellín,La Ceja,Rosa,Rosa Exportación,Estándar,396,1.87,Exportación Europa,Cliente_15,Efectivo,Cancelado,185.91,Ramo Individual,50.45,2.6,81,16,0603.11.00,Aprobado,Rainforest Alliance,FINCA-4,4,Solicito copia del certificado fitosanitario de exportación,0,0,SI,NO,926.43,Reclamo
FAC-107882,2025-11-03,Pereira,Dosquebradas,Rosa,Rosa Exportación,Premium,3120,0.28,Exportación EE.UU.,Cliente_42,Carta de Crédito,Retenido en Aduana,347.68,Ramo Individual,67.24,8.5,77,12,0603.11.00,Rechazado,Florverde,FINCA-5,4,Petición de estado de cuenta del último mes,2,0,SI,SI,1221.28,Reclamo
FAC-107883,2026-03-25,Bogotá,Zona Norte,Rosa,Rosa Exportación,Segunda,468,1.1,E-commerce,Cliente_31,Transferencia Bancaria,Pendiente,347.95,Caja Master,58.94,4.6,97,21,0603.12.00,Rechazado,Rainforest Alliance,FINCA-1,2,Deberían implementar empaques biodegradables,0,0,NO,SI,862.75,Petición
FAC-107884,2025-10-06,Cali,Yumbo,Clavel,Clavel Exportación,Estándar,2904,1.22,Mercado Local,Cliente_46,Efectivo,Retenido en Aduana,102.09,Procon (Balde),48.4,4.8,85,12,0603.12.00,Rechazado,Rainforest Alliance,FINCA-5,2,Petición de estado de cuenta del último mes,0,0,NO,SI,3644.97,Petición
FAC-107885,2025-07-29,Bogotá,Zona Norte,Astromelia,Astromelia Exportación,Segunda,900,0.29,Mercado Local,Cliente_26,Efectivo,Pendiente,127.49,Procon (Balde),48.78,2.4,78,12,0603.12.00,Aprobado,Ninguno,FINCA-3,2,Faltaron 5 docenas de claveles en la caja master,0,0,SI,NO,388.49,Reclamo
FAC-107886,2025-05-12,Bogotá,Zona Sur,Crisantemo,Crisantemo Exportación,Segunda,936,2.01,Exportación Europa,Cliente_45,Efectivo,Retenido en Aduana,95.92,Procon (Balde),16.63,4.5,88,5,0603.11.00,Rechazado,Ninguno,FINCA-2,1,Pongan un centro de acopio más cercano a Rionegro,0,0,NO,SI,1977.28,Petición
FAC-107887,2025-04-07,Bogotá,Sabana Centro,Girasol,Girasol Exportación,Estándar,3396,0.45,Exportación Europa,Cliente_48,Tarjeta de Crédito,Retenido en Aduana,111.52,Procon (Balde),17.95,2.6,95,21,0603.12.00,Aprobado,Rainforest Alliance,FINCA-2,1,Demora de más de 3 horas en la línea de atención,0,0,NO,SI,1639.72,Queja
FAC-107888,2025-01-03,Bogotá,Sabana Centro,Hortensia,Hortensia Exportación,Segunda,3420,2.17,E-commerce,Cliente_2,Tarjeta de Crédito,En Tránsito,79.27,Procon (Balde),77.92,3.1,87,20,0603.12.00,Rechazado,Ninguno,FINCA-1,1,Pongan un centro de acopio más cercano a Rionegro,0,0,NO,SI,7500.67,Petición
FAC-107889,2025-12-30,Cali,Palmira,Girasol,Girasol Exportación,Segunda,1428,1.09,Exportación EE.UU.,Cliente_43,PayPal,Retenido en Aduana,59.37,Procon (Balde),17.36,3.5,84,20,0603.11.00,Aprobado,Ninguno,FINCA-4,2,Pongan un centro de acopio más cercano a Rionegro,0,0,SI,SI,1615.89,Reclamo
FAC-107890,2026-01-16,Bogotá,Sabana Centro,Rosa,Rosa Exportación,Segunda,1776,0.51,Mercado Local,Cliente_30,Transferencia Bancaria,Pendiente,317.46,Caja Master,28.04,7.1,75,11,0603.12.00,Aprobado,Rainforest Alliance,FINCA-5,5,Mala atención en el counter de despacho,0,0,SI,NO,1223.22,Reclamo
FAC-107891,2026-02-09,Bogotá,Sabana Centro,Girasol,Girasol Exportación,Premium,4896,2.15,Exportación Europa,Cliente_12,Tarjeta de Crédito,Pendiente,71.44,Ramo Individual,25.7,8.2,87,8,0603.11.00,Aprobado,Rainforest Alliance,FINCA-1,5,Deberían implementar empaques biodegradables,0,0,SI,NO,10597.84,Reclamo
FAC-107892,2025-01-04,Medellín,Rionegro,Girasol,Girasol Exportación,Segunda,636,1.61,Mercado Local,Cliente_1,PayPal,Cancelado,203.84,Caja Master,39.6,3.6,83,14,0603.11.00,Aprobado,Florverde,FINCA-1,4,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,1227.8,Reclamo
FAC-107893,2025-10-23,Bogotá,Zona Sur,Crisantemo,Crisantemo Exportación,Segunda,1428,2.02,Exportación EE.UU.,Cliente_43,Efectivo,Retenido en Aduana,324.53,Caja Master,62.27,5.7,77,8,0603.12.00,Aprobado,Florverde,FINCA-2,4,Requiero catálogo de nuevas variedades de hortensias,0,0,SI,SI,3209.09,Reclamo
FAC-107894,2025-09-25,Bogotá,Zona Sur,Orquídea,Orquídea Exportación,Premium,1536,1.57,Exportación Europa,Cliente_14,Carta de Crédito,Pendiente,182.82,Caja Master,24.6,6.3,96,10,0603.12.00,Aprobado,Florverde,FINCA-5,3,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,2594.34,Reclamo
FAC-107895,2025-03-02,Cali,Palmira,Girasol,Girasol Exportación,Estándar,5040,1.33,E-commerce,Cliente_10,Transferencia Bancaria,Pendiente,213.32,Ramo Individual,39.92,8.5,81,13,0603.11.00,Aprobado,Ninguno,FINCA-2,5,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,NO,6916.52,Reclamo
FAC-107896,2025-09-24,Pereira,Dosquebradas,Girasol,Girasol Exportación,Segunda,2232,0.53,Exportación EE.UU.,Cliente_47,Carta de Crédito,Entregado,317.46,Procon (Balde),22.66,4.4,81,6,0603.12.00,Aprobado,Rainforest Alliance,FINCA-1,3,Cobro injustificado de tarifa logística en la factura,6,0,SI,NO,1500.42,Reclamo
FAC-107897,2025-01-04,Cali,Palmira,Crisantemo,Crisantemo Exportación,Estándar,5148,1.85,Mercado Local,Cliente_18,Efectivo,Pendiente,92.11,Caja Master,75.89,4.7,88,14,0603.12.00,Aprobado,Ninguno,FINCA-1,1,El asesor comercial fue grosero al teléfono,0,0,NO,NO,9615.91,Queja
FAC-107898,2025-07-12,Bogotá,Zona Norte,Clavel,Clavel Exportación,Segunda,768,2.4,Exportación Europa,Cliente_34,Tarjeta de Crédito,Cancelado,128.18,Ramo Individual,12.32,7.4,90,9,0603.11.00,Aprobado,Florverde,FINCA-4,2,Sugiero habilitar pagos con criptomonedas para exportación,0,0,SI,NO,1971.38,Reclamo
FAC-107899,2025-12-02,Cali,Yumbo,Astromelia,Astromelia Exportación,Estándar,4740,0.71,Mercado Local,Cliente_39,Carta de Crédito,Pendiente,323.52,Caja Master,9.49,6.4,94,14,0603.12.00,Rechazado,Ninguno,FINCA-3,2,Cobro injustificado de tarifa logística en la factura,0,12,SI,SI,3688.92,Reclamo
FAC-107900,2025-04-16,Cali,Palmira,Orquídea,Orquídea Exportación,Premium,1308,1.33,Exportación Europa,Cliente_13,Efectivo,Retenido en Aduana,229.52,Procon (Balde),51.88,5.9,96,20,0603.12.00,Aprobado,Ninguno,FINCA-3,2,Demora de más de 3 horas en la línea de atención,0,0,NO,SI,1969.16,Queja
FAC-107901,2025-12-19,Cali,Zona Industrial,Girasol,Girasol Exportación,Estándar,3876,0.55,Exportación EE.UU.,Cliente_50,Tarjeta de Crédito,Retenido en Aduana,345.66,Procon (Balde),77.26,2.0,96,14,0603.11.00,Aprobado,Florverde,FINCA-3,1,El asesor comercial fue grosero al teléfono,0,0,NO,SI,2477.46,Queja
FAC-107902,2026-02-16,Cali,Zona Industrial,Girasol,Girasol Exportación,Premium,156,0.16,Exportación EE.UU.,Cliente_10,Tarjeta de Crédito,Cancelado,37.06,Procon (Balde),41.36,3.3,89,12,0603.12.00,Rechazado,Rainforest Alliance,FINCA-2,2,Cobro injustificado de tarifa logística en la factura,6,0,NO,SI,62.02,Reclamo
FAC-107903,2025-06-11,Medellín,Valle de Aburrá,Orquídea,Orquídea Exportación,Premium,576,1.83,Distribuidor Mayorista,Cliente_15,Transferencia Bancaria,En Tránsito,210.34,Ramo Individual,21.69,5.2,80,5,0603.11.00,Rechazado,Ninguno,FINCA-5,1,Requiero catálogo de nuevas variedades de hortensias,6,0,SI,SI,1264.42,Reclamo
FAC-107904,2025-07-29,Bogotá,Sabana Centro,Hortensia,Hortensia Exportación,Segunda,1788,0.92,Exportación EE.UU.,Cliente_42,PayPal,Entregado,253.64,Procon (Balde),28.0,5.0,96,19,0603.11.00,Rechazado,Florverde,FINCA-3,5,Requiero catálogo de nuevas variedades de hortensias,0,0,NO,SI,1898.6,Petición
FAC-107905,2025-07-05,Cali,Palmira,Orquídea,Orquídea Exportación,Segunda,1284,0.8,Mercado Local,Cliente_30,PayPal,Retenido en Aduana,100.18,Procon (Balde),73.08,2.5,90,20,0603.11.00,Aprobado,Rainforest Alliance,FINCA-3,1,Petición de estado de cuenta del último mes,0,0,NO,SI,1127.38,Petición
FAC-107906,2025-02-24,Bogotá,Sabana Centro,Crisantemo,Crisantemo Exportación,Estándar,408,1.25,E-commerce,Cliente_31,Carta de Crédito,En Tránsito,276.33,Procon (Balde),46.52,6.9,97,6,0603.12.00,Aprobado,Ninguno,FINCA-3,2,La rosa llegó marchita y sin cadena de frío,0,0,SI,NO,786.33,Reclamo
FAC-107907,2025-03-21,Pereira,Zona Cafetera,Astromelia,Astromelia Exportación,Estándar,3828,1.32,Distribuidor Mayorista,Cliente_24,Transferencia Bancaria,Cancelado,112.9,Procon (Balde),28.3,3.9,84,19,0603.12.00,Rechazado,Ninguno,FINCA-4,1,Deberían implementar empaques biodegradables,2,0,SI,SI,5165.86,Reclamo
FAC-107908,2025-08-07,Cali,Palmira,Hortensia,Hortensia Exportación,Estándar,2988,0.78,Exportación Europa,Cliente_27,Efectivo,Pendiente,137.74,Procon (Balde),18.73,7.4,81,8,0603.12.00,Rechazado,Florverde,FINCA-2,2,Cobro injustificado de tarifa logística en la factura,0,0,SI,SI,2468.38,Reclamo
FAC-107909,2025-11-30,Bogotá,Sabana Centro,Rosa,Rosa Exportación,Premium,5712,0.36,Exportación EE.UU.,Cliente_32,PayPal,Retenido en Aduana,143.17,Procon (Balde),23.23,7.0,86,16,0603.12.00,Aprobado,Ninguno,FINCA-2,4,Demora de más de 3 horas en la línea de atención,0,0,SI,SI,2199.49,Reclamo
FAC-107910,2025-10-27,Bogotá,Zona Sur,Astromelia,Astromelia Exportación,Segunda,5376,1.09,Distribuidor Mayorista,Cliente_31,Carta de Crédito,Pendiente,187.25,Ramo Individual,56.23,4.1,77,16,0603.12.00,Aprobado,Florverde,FINCA-5,2,Faltaron 5 docenas de claveles en la caja master,5,0,SI,NO,6047.09,Reclamo
